jugador,aces_varianza,aces_desviacion,dobles_faltas_varianza,dobles_faltas_desviacion,primer_servicio_in_varianza,primer_servicio_in_desviacion,porc_pts_ganados_primer_saque_varianza,porc_pts_ganados_primer_saque_desviacion,prom_break_por_partido_varianza,prom_break_por_partido_desviacion,prom_break_salvados_varianza,prom_break_salvados_desviacion
Roger Federer,23.33,4.83,6.64,2.58,502.58,22.42,227.39,15.08,15.24,3.9,6.98,2.64
