jugador,aces_varianza,aces_desviacion,dobles_faltas_varianza,dobles_faltas_desviacion,primer_servicio_in_varianza,primer_servicio_in_desviacion,porc_pts_ganados_primer_saque_varianza,porc_pts_ganados_primer_saque_desviacion,prom_break_por_partido_varianza,prom_break_por_partido_desviacion,prom_break_salvados_varianza,prom_break_salvados_desviacion
Novak Djokovic,14.12,3.76,2.71,1.65,480.56,21.92,222.57,14.92,29.92,5.47,13.67,3.7
