jugador,aces_varianza,aces_desviacion,dobles_faltas_varianza,dobles_faltas_desviacion,primer_servicio_in_varianza,primer_servicio_in_desviacion,porc_pts_ganados_primer_saque_varianza,porc_pts_ganados_primer_saque_desviacion,prom_break_por_partido_varianza,prom_break_por_partido_desviacion,prom_break_salvados_varianza,prom_break_salvados_desviacion
Juan Martin del Potro,15.32,3.91,2.51,1.58,702.39,26.5,434.29,20.84,21.51,4.64,12.67,3.56
