tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2008-605,Masters Cup,Hard,8,F,20081109,1,104925,,,Novak Djokovic,R,188.0,SRB,21.4,105223,,,Juan Martin del Potro,R,198.0,ARG,20.1,7-5 6-3,3,RR,117.0,8.0,4.0,72.0,39.0,29.0,17.0,11.0,3.0,5.0,2.0,1.0,66.0,41.0,24.0,13.0,10.0,7.0,11.0,3.0,4645.0,8.0,1845.0
2008-605,Masters Cup,Hard,8,F,20081109,2,104925,,,Novak Djokovic,R,188.0,SRB,21.4,103786,,,Nikolay Davydenko,R,178.0,RUS,27.4,7-6(3) 0-6 7-5,3,RR,103.0,6.0,3.0,88.0,54.0,41.0,17.0,15.0,4.0,8.0,8.0,5.0,87.0,48.0,39.0,21.0,15.0,2.0,4.0,3.0,4645.0,5.0,2315.0
2008-605,Masters Cup,Hard,8,F,20081109,4,104925,,,Novak Djokovic,R,188.0,SRB,21.4,104468,,,Gilles Simon,R,183.0,FRA,23.8,4-6 6-3 7-5,3,SF,172.0,8.0,1.0,106.0,67.0,48.0,22.0,16.0,6.0,8.0,4.0,5.0,109.0,58.0,41.0,25.0,15.0,11.0,14.0,3.0,4645.0,9.0,1780.0
2008-96,Beijing Olympics,Hard,64,A,20080811,24,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.2,104068,,,Robby Ginepri,R,183.0,USA,25.8,6-4 6-4,3,R64,72.0,6.0,1.0,51.0,38.0,28.0,7.0,10.0,1.0,3.0,3.0,4.0,58.0,30.0,18.0,15.0,10.0,1.0,5.0,3.0,4905.0,59.0,695.0
2008-96,Beijing Olympics,Hard,64,A,20080811,44,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.2,102783,,,Rainer Schuettler,R,180.0,GER,32.2,6-4 6-2,3,R32,74.0,5.0,2.0,43.0,31.0,29.0,5.0,9.0,0.0,1.0,2.0,3.0,64.0,37.0,25.0,9.0,9.0,7.0,11.0,3.0,4905.0,35.0,942.0
2008-96,Beijing Olympics,Hard,64,A,20080811,54,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.2,104022,13.0,,Mikhail Youzhny,R,183.0,RUS,26.1,7-6(3) 6-3,3,R16,97.0,4.0,0.0,54.0,40.0,35.0,9.0,10.0,0.0,0.0,6.0,4.0,71.0,39.0,28.0,15.0,11.0,2.0,4.0,3.0,4905.0,22.0,1210.0
2008-96,Beijing Olympics,Hard,64,A,20080811,599,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.2,103484,8.0,,James Blake,R,185.0,USA,28.6,6-3 7-6(4),3,BR,,,,,,,,,,,,,,,,,,,,3.0,4905.0,7.0,2020.0
2008-D082,Davis Cup WG PO: SVK vs SRB,Hard,4,D,20080919,1,104925,,,Novak Djokovic,R,188.0,SRB,21.3,103103,,,Dominik Hrbaty,R,183.0,SVK,30.6,6-2 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,3.0,4855.0,399.0,81.0
2009-1536,Madrid Masters,Clay,56,M,20090510,29,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9,103169,,WC,Oscar Hernandez,R,180.0,ESP,31.0,6-3 6-3,3,R32,99.0,3.0,3.0,56.0,38.0,31.0,8.0,9.0,0.0,0.0,3.0,3.0,77.0,54.0,29.0,12.0,9.0,9.0,12.0,4.0,8920.0,65.0,1023.0
2009-1536,Madrid Masters,Clay,56,M,20090510,43,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9,104312,,,Andreas Seppi,R,190.0,ITA,25.2,6-4 6-4,3,R16,98.0,3.0,2.0,57.0,37.0,29.0,11.0,10.0,1.0,2.0,3.0,1.0,77.0,56.0,33.0,11.0,10.0,8.0,11.0,4.0,8920.0,36.0,1490.0
2009-1536,Madrid Masters,Clay,56,M,20090510,50,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9,103344,,WC,Ivan Ljubicic,R,193.0,CRO,30.1,6-4 6-4,3,QF,105.0,5.0,1.0,61.0,39.0,30.0,14.0,10.0,2.0,2.0,3.0,0.0,72.0,34.0,23.0,23.0,10.0,5.0,7.0,4.0,8920.0,54.0,1181.0
2009-328,Basel,Hard,32,A,20091102,24,104925,2.0,,Novak Djokovic,R,188.0,SRB,22.4,103401,,,Jan Hernych,R,190.0,CZE,30.3,6-0 6-0,3,R16,53.0,4.0,1.0,47.0,30.0,21.0,11.0,6.0,3.0,3.0,2.0,2.0,37.0,21.0,8.0,3.0,6.0,3.0,9.0,3.0,7890.0,59.0,747.0
2009-328,Basel,Hard,32,A,20091102,28,104925,2.0,,Novak Djokovic,R,188.0,SRB,22.4,104527,6.0,,Stan Wawrinka,R,183.0,SUI,24.5,3-6 7-6(5) 6-2,3,QF,139.0,5.0,1.0,84.0,51.0,44.0,17.0,14.0,4.0,6.0,13.0,1.0,96.0,61.0,44.0,19.0,15.0,6.0,9.0,3.0,7890.0,21.0,1580.0
