jugador,aces_varianza,aces_desviacion,dobles_faltas_varianza,dobles_faltas_desviacion,primer_servicio_in_varianza,primer_servicio_in_desviacion,porc_pts_ganados_primer_saque_varianza,porc_pts_ganados_primer_saque_desviacion,prom_break_por_partido_varianza,prom_break_por_partido_desviacion,prom_break_salvados_varianza,prom_break_salvados_desviacion
Rafael Nadal,8.77,2.96,2.54,1.6,418.0,20.45,201.42,14.19,17.48,4.18,9.6,3.1
