jugador,aces_varianza,aces_desviacion,dobles_faltas_varianza,dobles_faltas_desviacion,primer_servicio_in_varianza,primer_servicio_in_desviacion,porc_pts_ganados_primer_saque_varianza,porc_pts_ganados_primer_saque_desviacion,prom_break_por_partido_varianza,prom_break_por_partido_desviacion,prom_break_salvados_varianza,prom_break_salvados_desviacion
Roger Federer,23.51,4.85,1.96,1.4,341.6,18.48,194.41,13.94,13.7,3.7,7.06,2.66
